Customer Number,Customer Name,Document Number,Document Type,Document Date,Sales Amount,Original Trx Amount
1000038,Rawan Drug Store,SINV-0000052884,Sales / Invoices,8/27/2022,0.00000,0.00000
1000038,Rawan Drug Store,SINV-0000052926,Sales / Invoices,8/29/2022,"1,473.24000","1,473.24000"
1000038,Rawan Drug Store,SINV-0000052963,Sales / Invoices,9/1/2022,795.00000,795.00000
1000038,Rawan Drug Store,SINV-0000053229,Sales / Invoices,9/13/2022,795.00000,795.00000
1000038,Rawan Drug Store,SINV-0000053257,Sales / Invoices,9/14/2022,342.00000,342.00000
1000038,Rawan Drug Store,SINV-0000053380,Sales / Invoices,9/22/2022,296.40000,296.40000
1000038,Rawan Drug Store,SINV-0000053415,Sales / Invoices,9/24/2022,0.00000,0.00000
1000038,Rawan Drug Store,SINV-0000053877,Sales / Invoices,10/25/2022,0.00000,0.00000
1000038,Rawan Drug Store,SLS-0000000133,Sales / Invoices,12/31/2021,6.14000,6.14000
1000038,Rawan Drug Store,DM-0000000063,Debit Memos,9/1/2021,"8,416.23600","8,416.23600"
1000038,Rawan Drug Store,CM-000000921,Credit Memos,4/26/2021,"1,973.54000","1,973.54000"
1000038,Rawan Drug Store,CM-000001395,Credit Memos,8/18/2021,"2,346.65700","2,346.65700"
1000038,Rawan Drug Store,CM-000001473,Credit Memos,9/1/2021,"8,416.23600","8,416.23600"
1000038,Rawan Drug Store,CM-000001673,Credit Memos,10/1/2021,"8,416.23600","8,416.23600"
1000038,Rawan Drug Store,CM-000001909,Credit Memos,11/21/2021,"1,512.06000","1,512.06000"
1000038,Rawan Drug Store,CM-000002096,Credit Memos,12/29/2021,"2,110.57800","2,110.57800"
1000038,Rawan Drug Store,CM-000002273,Credit Memos,1/30/2022,"6,545.27400","6,545.27400"
1000038,Rawan Drug Store,CM-000003630,Credit Memos,7/20/2022,"2,521.82700","2,521.82700"
1000038,Rawan Drug Store,CM-000004344,Credit Memos,9/21/2022,17.99900,17.99900
1000038,Rawan Drug Store,SRTN-0000002462,Returns,4/11/2021,775.20000,775.20000
1000038,Rawan Drug Store,SRTN-0000002492,Returns,4/17/2021,432.11000,432.11000
1000038,Rawan Drug Store,SRTN-0000002579,Returns,5/5/2021,57.15000,57.15000
1000038,Rawan Drug Store,SRTN-0000002585,Returns,5/5/2021,16.00000,16.00000
1000038,Rawan Drug Store,SRTN-0000002594,Returns,5/16/2021,62.72000,62.72000
1000038,Rawan Drug Store,SRTN-0000002668,Returns,5/29/2021,739.74000,739.74000
1000038,Rawan Drug Store,SRTN-0000002695,Returns,6/6/2021,"1,001.06000","1,001.06000"
1000038,Rawan Drug Store,SRTN-0000002751,Returns,6/19/2021,361.54000,361.54000
1000038,Rawan Drug Store,SRTN-0000002818,Returns,7/4/2021,906.08000,906.08000
1000038,Rawan Drug Store,SRTN-0000002883,Returns,7/17/2021,34.20000,34.20000
1000038,Rawan Drug Store,SRTN-0000002945,Returns,8/12/2021,352.82000,352.82000
1000038,Rawan Drug Store,SRTN-0000002999,Returns,8/19/2021,816.50000,816.50000
1000038,Rawan Drug Store,SRTN-0000003010,Returns,8/21/2021,179.58000,179.58000
1000038,Rawan Drug Store,SRTN-0000003022,Returns,8/26/2021,"2,753.50000","2,753.50000"
1000038,Rawan Drug Store,SRTN-0000003527,Returns,1/11/2022,"2,133.25000","2,133.25000"
1000038,Rawan Drug Store,SRTN-0000003546,Returns,1/19/2022,32.80000,32.80000
1000038,Rawan Drug Store,SRTN-0000003600,Returns,1/30/2022,470.01000,470.01000
1000038,Rawan Drug Store,SRTN-0000003683,Returns,2/16/2022,22.27000,22.27000
1000038,Rawan Drug Store,SRTN-0000003718,Returns,2/19/2022,38.34000,38.34000
1000038,Rawan Drug Store,SRTN-0000003762,Returns,2/28/2022,205.62000,205.62000
1000038,Rawan Drug Store,SRTN-0000003961,Returns,4/10/2022,573.99000,573.99000
1000038,Rawan Drug Store,SRTN-0000004027,Returns,4/18/2022,149.34000,149.34000
1000038,Rawan Drug Store,SRTN-0000004075,Returns,4/26/2022,68.16000,68.16000
1000038,Rawan Drug Store,SRTN-0000004094,Returns,4/28/2022,8.84000,8.84000
1000038,Rawan Drug Store,SRTN-0000004137,Returns,5/16/2022,362.11000,362.11000
1000038,Rawan Drug Store,SRTN-0000004264,Returns,6/12/2022,"6,806.10000","6,806.10000"
1000038,Rawan Drug Store,SRTN-0000004485,Returns,7/21/2022,"3,595.44000","3,595.44000"
1000038,Rawan Drug Store,SRTN-0000004707,Returns,8/30/2022,"2,009.83000","2,009.83000"
1000038,Rawan Drug Store,SRTN-0000004784,Returns,9/17/2022,614.02000,614.02000
1000038,Rawan Drug Store,PMT-0000009039,Payments,4/26/2021,0.00000,"11,183.39000"
1000038,Rawan Drug Store,PMT-0000009281,Payments,5/25/2021,0.00000,"5,400.00000"
1000038,Rawan Drug Store,PMT-0000009906,Payments,8/18/2021,0.00000,"13,297.72300"
1000038,Rawan Drug Store,PMT-0000010027,Payments,9/1/2021,0.00000,"33,664.94400"
1000038,Rawan Drug Store,PMT-0000010275,Payments,9/1/2021,0.00000,"-33,664.94400"
1000038,Rawan Drug Store,PMT-0000010340,Payments,10/1/2021,0.00000,"33,664.94400"
1000038,Rawan Drug Store,PMT-0000010693,Payments,11/21/2021,0.00000,"8,568.34000"
1000038,Rawan Drug Store,PMT-0000010968,Payments,12/29/2021,0.00000,"11,959.94200"
1000038,Rawan Drug Store,PMT-0000011176,Payments,1/30/2022,0.00000,"37,089.88600"
1000038,Rawan Drug Store,PMT-0000013445,Payments,7/20/2022,0.00000,"14,290.52400"
1000038,Rawan Drug Store,PMT-0000014770,Payments,9/21/2022,0.00000,101.99200
1000039,Newveta Drug Store Soran,SINV-0000033890,Sales / Invoices,4/5/2021,500.00000,500.00000
1000039,Newveta Drug Store Soran,SINV-0000035521,Sales / Invoices,5/19/2021,"1,737.50000","1,737.50000"
1000039,Newveta Drug Store Soran,SINV-0000035522,Sales / Invoices,5/19/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000035523,Sales / Invoices,5/19/2021,180.00000,180.00000
1000039,Newveta Drug Store Soran,SINV-0000035658,Sales / Invoices,5/23/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000036751,Sales / Invoices,6/14/2021,"1,373.40000","1,373.40000"
1000039,Newveta Drug Store Soran,SINV-0000036752,Sales / Invoices,6/14/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000037889,Sales / Invoices,7/10/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000037890,Sales / Invoices,7/10/2021,"1,754.20000","1,754.20000"
1000039,Newveta Drug Store Soran,SINV-0000038131,Sales / Invoices,7/15/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000038132,Sales / Invoices,7/15/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000038410,Sales / Invoices,7/27/2021,985.20000,985.20000
1000039,Newveta Drug Store Soran,SINV-0000038411,Sales / Invoices,7/27/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000039583,Sales / Invoices,8/18/2021,"1,513.60000","1,513.60000"
1000039,Newveta Drug Store Soran,SINV-0000040815,Sales / Invoices,9/21/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000041367,Sales / Invoices,10/5/2021,"2,003.40000","2,003.40000"
1000039,Newveta Drug Store Soran,SINV-0000041452,Sales / Invoices,10/7/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000041551,Sales / Invoices,10/11/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000042764,Sales / Invoices,11/10/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000042997,Sales / Invoices,11/17/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000043735,Sales / Invoices,12/6/2021,400.00000,400.00000
1000039,Newveta Drug Store Soran,SINV-0000044127,Sales / Invoices,12/15/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000044754,Sales / Invoices,12/30/2021,"1,118.00000","1,118.00000"
1000039,Newveta Drug Store Soran,SINV-0000044755,Sales / Invoices,12/30/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000046437,Sales / Invoices,2/5/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000046696,Sales / Invoices,2/12/2022,920.00000,920.00000
1000039,Newveta Drug Store Soran,SINV-0000047359,Sales / Invoices,2/27/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000047574,Sales / Invoices,3/5/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000048088,Sales / Invoices,3/19/2022,"1,455.60000","1,455.60000"
1000039,Newveta Drug Store Soran,SINV-0000048702,Sales / Invoices,4/5/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000048708,Sales / Invoices,4/5/2022,"1,497.80000","1,497.80000"
1000039,Newveta Drug Store Soran,SINV-0000049365,Sales / Invoices,4/21/2022,794.90000,794.90000
1000039,Newveta Drug Store Soran,SINV-0000049587,Sales / Invoices,4/28/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000050581,Sales / Invoices,6/5/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000050812,Sales / Invoices,6/11/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000051655,Sales / Invoices,7/16/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000052477,Sales / Invoices,8/10/2022,725.00000,725.00000
1000039,Newveta Drug Store Soran,SINV-0000052729,Sales / Invoices,8/20/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SINV-0000053393,Sales / Invoices,9/22/2022,511.20000,511.20000
1000039,Newveta Drug Store Soran,DM-0000000181,Debit Memos,4/30/2022,616.92000,616.92000
1000039,Newveta Drug Store Soran,DM-0000000315,Debit Memos,7/31/2022,305.70000,305.70000
1000039,Newveta Drug Store Soran,DM-0000000803,Debit Memos,8/31/2022,305.70000,305.70000
1000039,Newveta Drug Store Soran,CM-000001104,Credit Memos,6/1/2021,574.57500,574.57500
1000039,Newveta Drug Store Soran,CM-000001326,Credit Memos,7/10/2021,408.42000,408.42000
1000039,Newveta Drug Store Soran,CM-000001548,Credit Memos,9/10/2021,243.60800,243.60800
1000039,Newveta Drug Store Soran,CM-000002367,Credit Memos,2/7/2022,203.70000,203.70000
1000039,Newveta Drug Store Soran,CM-000002379,Credit Memos,2/12/2022,260.62500,260.62500
1000039,Newveta Drug Store Soran,CM-000002706,Credit Memos,4/2/2022,206.01000,206.01000
1000039,Newveta Drug Store Soran,CM-000002744,Credit Memos,4/3/2022,410.91000,410.91000
1000039,Newveta Drug Store Soran,CM-000002950,Credit Memos,5/1/2022,206.01000,206.01000
1000039,Newveta Drug Store Soran,CM-000003000,Credit Memos,5/1/2022,410.91000,410.91000
1000039,Newveta Drug Store Soran,CM-000003138,Credit Memos,5/11/2022,597.97500,597.97500
1000039,Newveta Drug Store Soran,CM-000003550,Credit Memos,7/17/2022,305.70000,305.70000
1000039,Newveta Drug Store Soran,CM-000003926,Credit Memos,8/7/2022,305.70000,305.70000
1000039,Newveta Drug Store Soran,CM-000004085,Credit Memos,8/14/2022,218.37000,218.37000
1000039,Newveta Drug Store Soran,CM-000004292,Credit Memos,9/1/2022,305.70000,305.70000
1000039,Newveta Drug Store Soran,SRTN-0000002506,Returns,4/20/2021,173.95000,173.95000
1000039,Newveta Drug Store Soran,SRTN-0000002617,Returns,5/22/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000002872,Returns,7/15/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000002873,Returns,7/15/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000003149,Returns,9/21/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000003217,Returns,10/7/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000003336,Returns,11/16/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000003440,Returns,12/15/2021,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000003748,Returns,2/27/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000004087,Returns,4/28/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000004227,Returns,6/8/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000004233,Returns,6/9/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000004330,Returns,6/20/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000004566,Returns,8/6/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,SRTN-0000004890,Returns,9/27/2022,0.00000,0.00000
1000039,Newveta Drug Store Soran,PMT-0000009344,Payments,6/1/2021,0.00000,"3,255.92500"
1000039,Newveta Drug Store Soran,PMT-0000009737,Payments,7/10/2021,0.00000,"2,314.38000"
1000039,Newveta Drug Store Soran,PMT-0000010061,Payments,9/4/2021,0.00000,180.00000
1000039,Newveta Drug Store Soran,PMT-0000010133,Payments,9/10/2021,0.00000,"1,380.44200"
1000039,Newveta Drug Store Soran,PMT-0000011327,Payments,2/7/2022,0.00000,"1,154.30000"
1000039,Newveta Drug Store Soran,PMT-0000011347,Payments,2/12/2022,0.00000,"1,476.87500"
1000039,Newveta Drug Store Soran,PMT-0000011901,Payments,4/2/2022,0.00000,"1,167.39000"
1000039,Newveta Drug Store Soran,PMT-0000011944,Payments,4/3/2022,0.00000,400.00000
1000039,Newveta Drug Store Soran,PMT-0000011945,Payments,4/3/2022,0.00000,"2,328.49000"
1000039,Newveta Drug Store Soran,PMT-0000012382,Payments,4/30/2022,0.00000,"-3,895.88000"
1000039,Newveta Drug Store Soran,PMT-0000012411,Payments,5/1/2022,0.00000,"1,167.39000"
1000039,Newveta Drug Store Soran,PMT-0000012473,Payments,5/1/2022,0.00000,400.00000
1000039,Newveta Drug Store Soran,PMT-0000012474,Payments,5/1/2022,0.00000,"2,328.49000"
1000039,Newveta Drug Store Soran,PMT-0000012628,Payments,5/11/2022,0.00000,"2,919.52500"
1000039,Newveta Drug Store Soran,PMT-0000013362,Payments,7/17/2022,0.00000,"1,732.30100"
1000039,Newveta Drug Store Soran,PMT-0000013681,Payments,7/31/2022,0.00000,"-1,732.30100"
1000039,Newveta Drug Store Soran,PMT-0000013869,Payments,8/7/2022,0.00000,"1,732.30100"
1000039,Newveta Drug Store Soran,PMT-0000014218,Payments,8/14/2022,0.00000,"1,237.43000"
1000039,Newveta Drug Store Soran,PMT-0000014524,Payments,8/31/2022,0.00000,"-1,732.30100"
1000039,Newveta Drug Store Soran,PMT-0000014730,Payments,9/1/2022,0.00000,"1,732.30100"
1000040,Bakhsh Soran Drug Store,SINV-0000034463,Sales / Invoices,4/20/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000034789,Sales / Invoices,5/2/2021,"1,706.30000","1,706.30000"
1000040,Bakhsh Soran Drug Store,SINV-0000034803,Sales / Invoices,5/2/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000035657,Sales / Invoices,5/23/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000035846,Sales / Invoices,5/26/2021,743.40000,743.40000
1000040,Bakhsh Soran Drug Store,SINV-0000035899,Sales / Invoices,5/27/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000035918,Sales / Invoices,5/27/2021,450.00000,450.00000
1000040,Bakhsh Soran Drug Store,SINV-0000036031,Sales / Invoices,5/29/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000038414,Sales / Invoices,7/27/2021,"1,679.50000","1,679.50000"
1000040,Bakhsh Soran Drug Store,SINV-0000038415,Sales / Invoices,7/27/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000039482,Sales / Invoices,8/16/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000040007,Sales / Invoices,9/1/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000041451,Sales / Invoices,10/7/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000041513,Sales / Invoices,10/5/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000042621,Sales / Invoices,11/7/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000042998,Sales / Invoices,11/17/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000043793,Sales / Invoices,12/7/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000045414,Sales / Invoices,1/15/2022,"2,151.10000","2,151.10000"
1000040,Bakhsh Soran Drug Store,SINV-0000045415,Sales / Invoices,1/15/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000046436,Sales / Invoices,2/5/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000047418,Sales / Invoices,2/28/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000047618,Sales / Invoices,3/6/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000048483,Sales / Invoices,3/30/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000049267,Sales / Invoices,4/19/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000049389,Sales / Invoices,4/23/2022,"1,021.40000","1,021.40000"
1000040,Bakhsh Soran Drug Store,SINV-0000050647,Sales / Invoices,6/6/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000051611,Sales / Invoices,7/14/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000052730,Sales / Invoices,8/20/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SINV-0000052740,Sales / Invoices,8/20/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,CM-000001554,Credit Memos,9/10/2021,85.93500,85.93500
1000040,Bakhsh Soran Drug Store,SRTN-0000002423,Returns,4/5/2021,500.00000,500.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000002505,Returns,4/19/2021,440.00000,440.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000002507,Returns,4/20/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000002618,Returns,5/22/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000002662,Returns,5/29/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000002974,Returns,8/16/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000003038,Returns,9/1/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000003218,Returns,10/7/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000003311,Returns,11/7/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000003335,Returns,11/16/2021,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000003754,Returns,2/28/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000003841,Returns,3/24/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000003855,Returns,3/30/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000004234,Returns,6/9/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000004260,Returns,6/9/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000004669,Returns,8/20/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,SRTN-0000004671,Returns,8/20/2022,0.00000,0.00000
1000040,Bakhsh Soran Drug Store,PMT-0000010065,Payments,9/4/2021,0.00000,450.00000
1000040,Bakhsh Soran Drug Store,PMT-0000010140,Payments,9/10/2021,0.00000,486.96500
1000041,Jwdi Drug Store Dhok,SINV-0000034026,Sales / Invoices,4/8/2021,"4,004.00000","4,004.00000"
1000041,Jwdi Drug Store Dhok,SINV-0000035820,Sales / Invoices,5/25/2021,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000036936,Sales / Invoices,6/16/2021,"6,665.00000","6,665.00000"
1000041,Jwdi Drug Store Dhok,SINV-0000037330,Sales / Invoices,6/24/2021,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000038561,Sales / Invoices,7/29/2021,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000039154,Sales / Invoices,8/10/2021,"6,115.00000","6,115.00000"
1000041,Jwdi Drug Store Dhok,SINV-0000039620,Sales / Invoices,8/19/2021,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000040957,Sales / Invoices,9/25/2021,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000041530,Sales / Invoices,10/11/2021,"4,076.50000","4,076.50000"
1000041,Jwdi Drug Store Dhok,SINV-0000042105,Sales / Invoices,10/23/2021,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000043207,Sales / Invoices,11/22/2021,"4,953.90000","4,953.90000"
1000041,Jwdi Drug Store Dhok,SINV-0000043382,Sales / Invoices,11/27/2021,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000044661,Sales / Invoices,12/28/2021,"3,141.50000","3,141.50000"
1000041,Jwdi Drug Store Dhok,SINV-0000044745,Sales / Invoices,12/30/2021,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000044837,Sales / Invoices,1/3/2022,"2,750.00000","2,750.00000"
1000041,Jwdi Drug Store Dhok,SINV-0000045983,Sales / Invoices,1/26/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000046402,Sales / Invoices,2/5/2022,"1,625.00000","1,625.00000"
1000041,Jwdi Drug Store Dhok,SINV-0000047291,Sales / Invoices,2/24/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000048050,Sales / Invoices,3/20/2022,694.40000,694.40000
1000041,Jwdi Drug Store Dhok,SINV-0000048078,Sales / Invoices,3/19/2022,694.40000,694.40000
1000041,Jwdi Drug Store Dhok,SINV-0000048561,Sales / Invoices,4/2/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000049673,Sales / Invoices,5/7/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000049823,Sales / Invoices,5/11/2022,998.00000,998.00000
1000041,Jwdi Drug Store Dhok,SINV-0000050608,Sales / Invoices,6/5/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000051309,Sales / Invoices,6/27/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000051789,Sales / Invoices,7/19/2022,997.50000,997.50000
1000041,Jwdi Drug Store Dhok,SINV-0000051946,Sales / Invoices,7/23/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000052746,Sales / Invoices,8/20/2022,600.00000,600.00000
1000041,Jwdi Drug Store Dhok,SINV-0000052889,Sales / Invoices,8/27/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,SINV-0000053834,Sales / Invoices,10/23/2022,795.00000,795.00000
1000041,Jwdi Drug Store Dhok,SINV-0000053879,Sales / Invoices,10/25/2022,0.00000,0.00000
1000041,Jwdi Drug Store Dhok,DM-0000000216,Debit Memos,5/30/2022,401.76200,401.76200
1000041,Jwdi Drug Store Dhok,DM-0000000504,Debit Memos,8/31/2022,809.54000,809.54000
1000041,Jwdi Drug Store Dhok,CM-000001507,Credit Memos,9/6/2021,400.40000,400.40000
1000041,Jwdi Drug Store Dhok,CM-000002063,Credit Memos,12/16/2021,666.50000,666.50000
1000041,Jwdi Drug Store Dhok,CM-000002364,Credit Memos,2/7/2022,611.50000,611.50000
1000041,Jwdi Drug Store Dhok,CM-000003170,Credit Memos,5/15/2022,401.76200,401.76200
1000041,Jwdi Drug Store Dhok,CM-000003290,Credit Memos,6/12/2022,401.76200,401.76200
1000041,Jwdi Drug Store Dhok,CM-000004157,Credit Memos,8/29/2022,809.54000,809.54000
1000041,Jwdi Drug Store Dhok,CM-000004199,Credit Memos,9/1/2022,809.54000,809.54000
1000041,Jwdi Drug Store Dhok,SRTN-0000003875,Returns,3/20/2022,694.40000,694.40000
1000041,Jwdi Drug Store Dhok,SRTN-0000004053,Returns,4/19/2022,58.88000,58.88000
1000041,Jwdi Drug Store Dhok,PMT-0000010072,Payments,9/6/2021,0.00000,"3,603.60000"
1000041,Jwdi Drug Store Dhok,PMT-0000010895,Payments,12/16/2021,0.00000,"5,998.50000"
1000041,Jwdi Drug Store Dhok,PMT-0000011324,Payments,2/7/2022,0.00000,"5,503.50000"
1000041,Jwdi Drug Store Dhok,PMT-0000012661,Payments,5/15/2022,0.00000,"3,615.85800"
1000041,Jwdi Drug Store Dhok,PMT-0000012797,Payments,5/30/2022,0.00000,"-3,615.86000"
1000041,Jwdi Drug Store Dhok,PMT-0000013006,Payments,6/12/2022,0.00000,"3,615.85800"
1000041,Jwdi Drug Store Dhok,PMT-0000014311,Payments,8/29/2022,0.00000,"7,285.86000"
1000041,Jwdi Drug Store Dhok,PMT-0000014636,Payments,9/1/2022,0.00000,"7,285.86000"
1000042,Maryam Drug Store,SINV-0000033830,Sales / Invoices,4/5/2021,"7,906.60000","7,906.60000"
1000042,Maryam Drug Store,SINV-0000034264,Sales / Invoices,4/14/2021,"2,071.10000","2,071.10000"
1000042,Maryam Drug Store,SINV-0000034593,Sales / Invoices,4/25/2021,0.00000,0.00000
1000042,Maryam Drug Store,SINV-0000035029,Sales / Invoices,5/9/2021,"3,600.00000","3,600.00000"
1000042,Maryam Drug Store,SINV-0000035161,Sales / Invoices,5/11/2021,"1,800.00000","1,800.00000"
1000042,Maryam Drug Store,SINV-0000035237,Sales / Invoices,5/17/2021,"6,160.00000","6,160.00000"
1000042,Maryam Drug Store,SINV-0000035404,Sales / Invoices,5/19/2021,874.56000,874.56000
1000042,Maryam Drug Store,SINV-0000035821,Sales / Invoices,5/25/2021,0.00000,0.00000
1000042,Maryam Drug Store,SINV-0000035932,Sales / Invoices,5/27/2021,676.00000,676.00000
1000042,Maryam Drug Store,SINV-0000036480,Sales / Invoices,6/8/2021,882.90000,882.90000
1000042,Maryam Drug Store,SINV-0000036641,Sales / Invoices,6/12/2021,"5,741.88000","5,741.88000"
1000042,Maryam Drug Store,SINV-0000037219,Sales / Invoices,6/22/2021,"3,869.36000","3,869.36000"
1000042,Maryam Drug Store,SINV-0000037281,Sales / Invoices,6/24/2021,"4,000.00000","4,000.00000"
1000042,Maryam Drug Store,SINV-0000037325,Sales / Invoices,6/24/2021,0.00000,0.00000
1000042,Maryam Drug Store,SINV-0000037582,Sales / Invoices,7/4/2021,"2,059.40000","2,059.40000"
1000042,Maryam Drug Store,SINV-0000038104,Sales / Invoices,7/15/2021,"2,890.40000","2,890.40000"
1000042,Maryam Drug Store,SINV-0000038327,Sales / Invoices,7/26/2021,"2,810.00000","2,810.00000"
1000042,Maryam Drug Store,SINV-0000038507,Sales / Invoices,7/28/2021,0.00000,0.00000
1000042,Maryam Drug Store,SINV-0000038874,Sales / Invoices,8/4/2021,"3,958.24000","3,958.24000"
1000042,Maryam Drug Store,SINV-0000039153,Sales / Invoices,8/10/2021,"6,512.88000","6,512.88000"
1000042,Maryam Drug Store,SINV-0000039209,Sales / Invoices,8/11/2021,784.82000,784.82000
1000042,Maryam Drug Store,SINV-0000039617,Sales / Invoices,8/19/2021,0.00000,0.00000
1000042,Maryam Drug Store,SINV-0000039622,Sales / Invoices,8/19/2021,"3,819.40000","3,819.40000"
